# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	locus_tag	feature_interval_length	product_length	old_locus_tag
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1780147	1781343	-	WP_010952672.1	WP_010952672.1		succinyldiaminopimelate transaminase		PP_RS08195	1197	398	PP_1588
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1781374	1784076	-	WP_010952673.1	WP_010952673.1		[protein-PII] uridylyltransferase		PP_RS08200	2703	900	PP_1589
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1784118	1784900	-	WP_003252286.1	WP_003252286.1		type I methionyl aminopeptidase	map	PP_RS08205	783	260	PP_1590
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1785247	1785984	+	WP_003252287.1	WP_003252287.1		30S ribosomal protein S2	rpsB	PP_RS08210	738	245	PP_1591
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1786170	1787033	+	WP_010952674.1	WP_010952674.1		elongation factor Ts		PP_RS08215	864	287	PP_1592
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1787215	1787958	+	WP_003252294.1	WP_003252294.1		UMP kinase	pyrH	PP_RS08220	744	247	PP_1593
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1787955	1788512	+	WP_003252296.1	WP_003252296.1		ribosome recycling factor	frr	PP_RS08225	558	185	PP_1594
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1788528	1789283	+	WP_010952675.1	WP_010952675.1		"di-trans,poly-cis-decaprenylcistransferase"	uppS	PP_RS08230	756	251	PP_1595
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1789283	1790098	+	WP_010952676.1	WP_010952676.1		phosphatidate cytidylyltransferase		PP_RS08235	816	271	PP_1596
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1790095	1791285	+	WP_049587431.1	WP_049587431.1		1-deoxy-D-xylulose-5-phosphate reductoisomerase		PP_RS08240	1191	396	PP_1597
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1791357	1792709	+	WP_049587451.1	WP_049587451.1		RIP metalloprotease RseP	rseP	PP_RS08245	1353	450	PP_1598
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1792783	1795143	+	WP_010952679.1	WP_010952679.1		outer membrane protein assembly factor BamA	bamA	PP_RS08250	2361	786	PP_1599
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1795188	1795691	+	WP_003252311.1	WP_003252311.1		OmpH family outer membrane protein		PP_RS08255	504	167	PP_1600
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1795693	1796748	+	WP_003252312.1	WP_003252312.1		UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase	lpxD	PP_RS08260	1056	351	PP_1601
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1796863	1797303	+	WP_003252314.1	WP_003252314.1		3-hydroxyacyl-ACP dehydratase FabZ	fabZ	PP_RS08265	441	146	PP_1602
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1797300	1798076	+	WP_010952681.1	WP_010952681.1		acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase	lpxA	PP_RS08270	777	258	PP_1603
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1798078	1799205	+	WP_010952682.1	WP_010952682.1		lipid-A-disaccharide synthase	lpxB	PP_RS08275	1128	375	PP_1604
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1799207	1799830	+	WP_003252319.1	WP_003252319.1		ribonuclease HII	rnhB	PP_RS08280	624	207	PP_1605
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1800017	1803541	+	WP_010952683.1	WP_010952683.1		DNA polymerase III subunit alpha	dnaE	PP_RS08285	3525	1174	PP_1606
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1803648	1804595	+	WP_003252323.1	WP_003252323.1		acetyl-CoA carboxylase carboxyltransferase subunit alpha		PP_RS08290	948	315	PP_1607
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1804767	1806050	+	WP_010952684.1	WP_010952684.1		tRNA lysidine(34) synthetase TilS	tilS	PP_RS08295	1284	427	PP_1608
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1806318	1807946	+	WP_003252329.1	WP_003252329.1		CTP synthase		PP_RS08300	1629	542	PP_1610
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1807950	1808795	+	WP_010952685.1	WP_010952685.1		3-deoxy-8-phosphooctulonate synthase	kdsA	PP_RS08305	846	281	PP_1611
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1808950	1810239	+	WP_003252333.1	WP_003252333.1		phosphopyruvate hydratase	eno	PP_RS08310	1290	429	PP_1612
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1810408	1810689	+	WP_004576849.1	WP_004576849.1		cell division protein FtsB	ftsB	PP_RS08315	282	93	PP_1613
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1810686	1811393	+	WP_010952686.1	WP_010952686.1		2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	ispD	PP_RS08320	708	235	PP_1614
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1811521	1812417	-	WP_010952687.1	WP_010952687.1		LysR family transcriptional regulator		PP_RS08325	897	298	PP_1615
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1812525	1813637	+	WP_014592131.1	WP_014592131.1		S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase		PP_RS08330	1113	370	PP_1616
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1813646	1814500	+	WP_003252340.1	WP_003252340.1		S-formylglutathione hydrolase	fghA	PP_RS08335	855	284	PP_1617
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1814613	1815086	+	WP_003252342.1	WP_003252342.1		"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"	ispF	PP_RS08340	474	157	PP_1618
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1815083	1816141	+	WP_010952689.1	WP_010952689.1		tRNA pseudouridine(13) synthase TruD	truD	PP_RS08345	1059	352	PP_1619
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1816129	1816878	+	WP_010952690.1	WP_010952690.1		5'/3'-nucleotidase SurE	surE	PP_RS08350	750	249	PP_1620
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1816914	1817552	+	WP_003252348.1	WP_003252348.1		protein-L-isoaspartate(D-aspartate) O-methyltransferase		PP_RS08355	639	212	PP_1621
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1817790	1818647	+	WP_049588177.1	WP_049588177.1		peptidoglycan DD-metalloendopeptidase family protein		PP_RS08360	858	285	PP_1622
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1818756	1819763	+	WP_003252351.1	WP_003252351.1		RNA polymerase sigma factor RpoS	rpoS	PP_RS08365	1008	335	PP_1623
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1820238	1821659	+	WP_010952386.1	WP_010952386.1		group II intron reverse transcriptase/maturase	ltrA	PP_RS08370	1422	473	PP_1624
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1822216	1822539	-	WP_003252355.1	WP_003252355.1		ferredoxin family protein		PP_RS08375	324	107	PP_1625
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1822680	1825253	-	WP_010952693.1	WP_010952693.1		DNA mismatch repair protein MutS	mutS	PP_RS08380	2574	857	PP_1626
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1825438	1826505	+	WP_049588159.1	WP_049588159.1		hypothetical protein		PP_RS08385	1068	355	PP_1627
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1826561	1827043	+	WP_010952695.1	WP_010952695.1		CinA family protein		PP_RS08390	483	160	PP_1628
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1827147	1828214	+	WP_003252365.1	WP_003252365.1		recombinase RecA	recA	PP_RS08395	1068	355	PP_1629
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1828236	1828706	+	WP_010952696.1	WP_010952696.1		recombination regulator RecX	recX	PP_RS08400	471	156	PP_1630
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1828983	1830101	-	WP_010952697.1	WP_010952697.1		LOG family protein		PP_RS08405	1119	372	PP_1631
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1830262	1830471	+	WP_020193312.1	WP_020193312.1		hypothetical protein		PP_RS08410	210	69	PP_1632
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1830486	1830905	-	WP_003252372.1	WP_003252372.1		quorum-sensing-regulated virulence factor family protein		PP_RS08415	420	139	PP_1633
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1831122	1831832	+	WP_003252373.1	WP_003252373.1		DTW domain-containing protein		PP_RS08420	711	236	PP_1634
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1832012	1832662	+	WP_010952699.1	WP_010952699.1		response regulator transcription factor		PP_RS08425	651	216	PP_1635
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1832736	1833101	+	WP_010952700.1	WP_010952700.1		diacylglycerol kinase		PP_RS08430	366	121	PP_1636
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1833098	1834024	-	WP_003252379.1	WP_003252379.1		LysR family transcriptional regulator		PP_RS08435	927	308	PP_1637
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1834142	1834921	+	WP_003252381.1	WP_003252381.1		ferredoxin-NADP reductase	fpr	PP_RS08440	780	259	PP_1638
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1835064	1835558	-	WP_010952701.1	WP_010952701.1		SprT family zinc-dependent metalloprotease		PP_RS08445	495	164	PP_1639
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1835690	1836289	-	WP_003252385.1	WP_003252385.1		YIP1 family protein		PP_RS08450	600	199	PP_1640
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1836553	1837377	+	WP_010952702.1	WP_010952702.1		tRNA 2-thiocytidine(32) synthetase TtcA	ttcA	PP_RS08455	825	274	PP_1641
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1837382	1838053	+	WP_010952703.1	WP_010952703.1		DNA-3-methyladenine glycosylase I		PP_RS08460	672	223	PP_1642
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1838157	1838570	-	WP_010952704.1	WP_010952704.1		DUF2069 domain-containing protein		PP_RS08465	414	137	PP_1643
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1838563	1839168	-	WP_003252400.1	WP_003252400.1		NAD(P)H:quinone oxidoreductase	wrbA	PP_RS08470	606	201	PP_1644
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1839165	1839518	-	WP_010952705.1	WP_010952705.1		arsenate reductase (glutaredoxin)	arsC	PP_RS08475	354	117	PP_1645
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1839604	1840068	+	WP_010952706.1	WP_010952706.1		TlpA family protein disulfide reductase		PP_RS08480	465	154	PP_1646
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1840104	1840508	-	WP_014592116.1	WP_014592116.1		META domain-containing protein		PP_RS08485	405	134	PP_1647
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1840505	1840942	-	WP_010952708.1	WP_010952708.1		hypothetical protein		PP_RS08490	438	145	PP_1648
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1840974	1841963	-	WP_049588155.1	WP_049588155.1		2-hydroxyacid dehydrogenase		PP_RS08495	990	329	PP_1649
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1842040	1844793	-	WP_010952710.1	WP_010952710.1		response regulator		PP_RS08500	2754	917	PP_1650
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1844987	1845706	+	WP_049588153.1	WP_049588153.1		response regulator transcription factor		PP_RS08505	720	239	PP_1651
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1845710	1847086	+	WP_010952712.1	WP_010952712.1		sensor histidine kinase		PP_RS08510	1377	458	PP_1652
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1847280	1848245	+	WP_010951808.1	WP_010951808.1		IS110-like element ISPpu10 family transposase		PP_RS08515	966	321	PP_1653
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1848560	1849459	+	WP_010952713.1	WP_010952713.1		cysteine synthase CysM	cysM	PP_RS08520	900	299	PP_1654
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1849460	1850818	+	WP_010952714.1	WP_010952714.1		23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	rlmD	PP_RS08525	1359	452	PP_1655
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1850915	1853155	+	WP_010952715.1	WP_010952715.1		GTP diphosphokinase	relA	PP_RS08530	2241	746	PP_1656
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1853279	1854112	+	WP_003252422.1	WP_003252422.1		nucleoside triphosphate pyrophosphohydrolase	mazG	PP_RS08535	834	277	PP_1657
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1854139	1854678	+	WP_003252424.1	WP_003252424.1		DUF2058 domain-containing protein		PP_RS08540	540	179	PP_1658
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1854989	1856329	+	WP_010952716.1	WP_010952716.1		hypothetical protein		PP_RS08545	1341	446	PP_1659
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1856334	1856825	+	WP_049587214.1	WP_049587214.1		sorbitol dehydrogenase		PP_RS08550	492	163	PP_1660
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1856822	1859080	+	WP_010952718.1	WP_010952718.1		GMC family oxidoreductase		PP_RS08555	2259	752	PP_1661
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1859181	1859363	-	WP_003252431.1	WP_003252431.1		hypothetical protein		PP_RS08560	183	60	PP_1662
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1859564	1860274	-	WP_010952720.1	WP_010952720.1		DUF3108 domain-containing protein		PP_RS08565	711	236	PP_1663
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1860283	1860936	-	WP_010952721.1	WP_010952721.1		phosphoribosylglycinamide formyltransferase	purN	PP_RS08570	654	217	PP_1664
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1860936	1861994	-	WP_003252437.1	WP_003252437.1		phosphoribosylformylglycinamidine cyclo-ligase	purM	PP_RS08575	1059	352	PP_1665
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1862315	1863382	+	WP_010952722.1	WP_010952722.1		DUF2066 domain-containing protein		PP_RS08580	1068	355	PP_1666
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1863395	1864468	+	WP_010952723.1	WP_010952723.1		AI-2E family transporter		PP_RS08585	1074	357	PP_1667
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1864667	1865374	+	WP_003252443.1	WP_003252443.1		DnaA regulatory inactivator Hda	hda	PP_RS08590	708	235	PP_1668
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1865502	1866140	+	WP_049587217.1	WP_049587217.1		C40 family peptidase		PP_RS08595	639	212	PP_1669
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1866283	1866816	+	WP_010952725.1	WP_010952725.1		C40 family peptidase		PP_RS08600	534	177	PP_1670
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1867279	1867890	+	WP_003252448.1	WP_003252448.1		"cob(I)yrinic acid a,c-diamide adenosyltransferase"	cobO	PP_RS08605	612	203	PP_1672
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1867887	1869182	+	WP_010952727.1	WP_010952727.1		"cobyrinate a,c-diamide synthase"		PP_RS08610	1296	431	PP_1673
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1869179	1869829	+	WP_010952728.1	WP_010952728.1		"5,6-dimethylbenzimidazole synthase"	bluB	PP_RS08615	651	216	PP_1674
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1869826	1870734	+	WP_049587220.1	WP_049587220.1		cobalamin biosynthesis protein		PP_RS08620	909	302	PP_1675
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1870727	1871719	+	WP_010952730.1	WP_010952730.1		threonine-phosphate decarboxylase		PP_RS08625	993	330	PP_1676
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1871716	1873170	+	WP_010952731.1	WP_010952731.1		cobyric acid synthase		PP_RS08630	1455	484	PP_1677
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1873172	1873693	+	WP_003252463.1	WP_003252463.1		bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase	cobU	PP_RS08635	522	173	PP_1678
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1873690	1874745	+	WP_010952732.1	WP_010952732.1		nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	cobT	PP_RS08640	1056	351	PP_1679
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1874742	1875308	+	WP_010952733.1	WP_010952733.1		alpha-ribazole phosphatase family protein		PP_RS08645	567	188	PP_1680
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1875310	1876032	+	WP_014860997.1	WP_014860997.1		adenosylcobinamide-GDP ribazoletransferase		PP_RS08650	723	240	PP_1681
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1876252	1877367	+	WP_079732500.1	WP_079732500.1		cellulase family glycosylhydrolase		PP_RS08655	1116	371	PP_1682
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1877430	1877834	+	WP_010952736.1	WP_010952736.1		winged helix-turn-helix transcriptional regulator		PP_RS08660	405	134	PP_1683
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1877906	1879099	+	WP_162490566.1	WP_162490566.1		MFS transporter		PP_RS08665	1194	397	PP_1684
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1879265	1879816	+	WP_049587226.1	WP_049587226.1		glutathione peroxidase		PP_RS08670	552	183	PP_1686
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1879952	1880212	-	WP_049587228.1	WP_049587228.1		DUF2798 domain-containing protein		PP_RS08675	261	86	PP_1687
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1880327	1881256	+	WP_010952741.1	WP_010952741.1		LysR family transcriptional regulator		PP_RS08680	930	309	PP_1688
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1881298	1882563	-	WP_010952742.1	WP_010952742.1		outer membrane protein transport protein		PP_RS08685	1266	421	PP_1689
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1882711	1883193	-	WP_003252489.1	WP_003252489.1		hypothetical protein		PP_RS08690	483	160	PP_1690
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1883443	1883667	-	WP_010952743.1	WP_010952743.1		hypothetical protein		PP_RS08695	225	74	PP_1691
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1884618	1885037	+	WP_049587229.1	WP_049587229.1		sel1 repeat family protein		PP_RS08700	420	139	PP_1692
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1885448	1886821	+	WP_162490567.1	WP_162490567.1		DNA recombination protein RmuC	rmuC	PP_RS08705	1374	457	PP_1694
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	1886793	1890272	-	WP_010952747.1	WP_010952747.1		hybrid sensor histidine kinase/response regulator		PP_RS08710	3480	1159	PP_1695
